Datum;Eröffnungspreis;Tageshoch;Tagestief;Schlusspreis<sup>4</sup>;Diff.%;
"04.09.2015";"2303,44";"2304,10";"2250,54";"2251,71";"-2,26 %";
"07.09.2015";"2251,77";"2270,19";"2244,34";"2256,22";"+0,20 %";
"08.09.2015";"2256,12";"2298,28";"2255,33";"2282,87";"+1,18 %";
"09.09.2015";"2283,44";"2324,42";"2283,44";"2298,27";"+0,67 %";
"10.09.2015";"2298,18";"2298,53";"2264,94";"2281,31";"-0,74 %";
"11.09.2015";"2281,47";"2284,41";"2261,71";"2266,04";"-0,67 %";
"14.09.2015";"2266,68";"2280,80";"2251,41";"2261,37";"-0,21 %";
"15.09.2015";"2260,53";"2277,58";"2247,05";"2272,35";"+0,49 %";
"16.09.2015";"2271,92";"2299,88";"2271,92";"2292,80";"+0,90 %";
"17.09.2015";"2292,68";"2297,78";"2283,24";"2290,43";"-0,10 %";
"18.09.2015";"2290,65";"2290,97";"2238,06";"2240,83";"-2,17 %";
"21.09.2015";"2240,38";"2253,37";"2226,32";"2244,93";"+0,18 %";
"22.09.2015";"2244,44";"2247,11";"2191,85";"2200,09";"-2,00 %";
"23.09.2015";"2200,09";"2218,44";"2187,23";"2205,07";"+0,23 %";
"24.09.2015";"2204,54";"2213,53";"2164,80";"2172,49";"-1,48 %";
"25.09.2015";"2172,57";"2212,74";"2172,10";"2206,67";"+1,57 %";
"28.09.2015";"2206,11";"2215,65";"2166,82";"2168,46";"-1,73 %";
"29.09.2015";"2168,43";"2187,68";"2141,63";"2187,68";"+0,89 %";
"30.09.2015";"2187,66";"2229,49";"2187,52";"2229,49";"+1,91 %";
"01.10.2015";"2229,51";"2261,95";"2224,38";"2228,10";"-0,06 %";
"02.10.2015";"2229,75";"2263,49";"2219,58";"2236,15";"+0,36 %";
"05.10.2015";"2236,23";"2298,78";"2236,23";"2294,23";"+2,60 %";
"06.10.2015";"2295,72";"2338,47";"2289,40";"2324,57";"+1,32 %";
"07.10.2015";"2326,11";"2372,50";"2323,17";"2350,10";"+1,10 %";
"08.10.2015";"2350,47";"2360,35";"2336,78";"2347,88";"-0,09 %";
"09.10.2015";"2347,85";"2380,49";"2347,85";"2361,80";"+0,59 %";
"12.10.2015";"2363,35";"2392,40";"2354,94";"2357,91";"-0,16 %";
"13.10.2015";"2357,37";"2357,71";"2308,30";"2314,65";"-1,83 %";
"14.10.2015";"2314,53";"2339,75";"2298,37";"2334,22";"+0,85 %";
"15.10.2015";"2334,58";"2372,76";"2334,15";"2364,83";"+1,31 %";
"16.10.2015";"2365,29";"2397,28";"2365,29";"2386,29";"+0,91 %";
"19.10.2015";"2387,22";"2396,76";"2366,49";"2378,31";"-0,33 %";
"20.10.2015";"2378,20";"2385,92";"2363,04";"2384,21";"+0,25 %";
"21.10.2015";"2384,02";"2412,40";"2371,53";"2412,40";"+1,18 %";
"22.10.2015";"2412,43";"2467,14";"2402,89";"2461,94";"+2,05 %";
"23.10.2015";"2461,96";"2491,84";"2461,02";"2467,65";"+0,23 %";
"27.10.2015";"2468,19";"2468,74";"2403,69";"2410,68";"-2,31 %";
"28.10.2015";"2410,51";"2435,90";"2391,52";"2435,49";"+1,03 %";
"29.10.2015";"2435,71";"2435,71";"2406,11";"2422,93";"-0,52 %";
"30.10.2015";"2422,83";"2430,33";"2415,28";"2420,66";"-0,09 %";
"02.11.2015";"2420,78";"2442,74";"2405,84";"2433,52";"+0,53 %";
"03.11.2015";"2433,64";"2447,26";"2432,94";"2443,54";"+0,41 %";
"04.11.2015";"2443,65";"2472,48";"2430,63";"2432,56";"-0,45 %";
"05.11.2015";"2432,43";"2456,92";"2417,61";"2421,67";"-0,45 %";
"06.11.2015";"2421,70";"2501,47";"2421,12";"2493,72";"+2,98 %";
"09.11.2015";"2494,50";"2505,93";"2471,98";"2476,62";"-0,69 %";
"10.11.2015";"2477,12";"2494,05";"2458,89";"2476,50";"-0,00 %";
"11.11.2015";"2476,99";"2498,02";"2461,31";"2466,66";"-0,40 %";
"12.11.2015";"2466,91";"2467,33";"2390,45";"2391,54";"-3,05 %";
"13.11.2015";"2391,79";"2413,40";"2378,52";"2398,44";"+0,29 %";
"16.11.2015";"2398,15";"2412,80";"2378,36";"2401,99";"+0,15 %";
"17.11.2015";"2403,29";"2452,74";"2403,07";"2445,37";"+1,81 %";
"18.11.2015";"2445,30";"2471,63";"2443,57";"2465,12";"+0,81 %";
"19.11.2015";"2466,01";"2502,43";"2465,81";"2490,79";"+1,04 %";
"20.11.2015";"2489,97";"2495,05";"2479,50";"2483,70";"-0,28 %";
"23.11.2015";"2483,29";"2501,33";"2465,98";"2493,99";"+0,41 %";
"24.11.2015";"2492,63";"2492,63";"2446,95";"2454,01";"-1,60 %";
"25.11.2015";"2452,65";"2461,71";"2438,03";"2441,00";"-0,53 %";
"26.11.2015";"2441,34";"2477,99";"2440,42";"2469,16";"+1,15 %";
"27.11.2015";"2468,07";"2473,99";"2450,24";"2473,99";"+0,20 %";
"30.11.2015";"2473,74";"2492,01";"2461,08";"2488,62";"+0,59 %";
"01.12.2015";"2488,07";"2515,09";"2487,77";"2501,60";"+0,52 %";
"02.12.2015";"2501,35";"2508,13";"2482,74";"2488,20";"-0,54 %";
"03.12.2015";"2488,61";"2509,18";"2450,70";"2453,96";"-1,38 %";
"04.12.2015";"2452,80";"2465,53";"2431,74";"2448,52";"-0,22 %";
"07.12.2015";"2447,15";"2457,07";"2420,97";"2430,35";"-0,74 %";
"09.12.2015";"2430,27";"2430,27";"2357,01";"2373,40";"-2,34 %";
"10.12.2015";"2372,24";"2388,50";"2358,71";"2387,75";"+0,60 %";
"11.12.2015";"2387,07";"2387,38";"2325,93";"2339,86";"-2,01 %";
"14.12.2015";"2340,02";"2352,03";"2290,37";"2292,32";"-2,03 %";
"15.12.2015";"2292,72";"2368,39";"2292,72";"2352,43";"+2,62 %";
"16.12.2015";"2353,04";"2398,87";"2352,92";"2388,90";"+1,55 %";
"17.12.2015";"2389,44";"2415,83";"2365,95";"2366,19";"-0,95 %";
"18.12.2015";"2366,60";"2369,09";"2333,95";"2356,86";"-0,39 %";
"21.12.2015";"2357,94";"2367,35";"2340,39";"2343,50";"-0,57 %";
"22.12.2015";"2343,01";"2365,60";"2335,04";"2365,04";"+0,92 %";
"23.12.2015";"2365,24";"2405,96";"2365,24";"2401,19";"+1,53 %";
"28.12.2015";"2400,65";"2403,53";"2390,03";"2395,47";"-0,24 %";
"29.12.2015";"2395,61";"2412,55";"2395,37";"2396,27";"+0,03 %";
"30.12.2015";"2396,14";"2404,73";"2389,10";"2396,94";"+0,03 %";
"04.01.2016";"2396,94";"2396,94";"2328,74";"2348,31";"-2,03 %";
"05.01.2016";"2348,58";"2367,34";"2332,05";"2362,73";"+0,61 %";
"07.01.2016";"2362,45";"2362,48";"2253,61";"2297,63";"-2,76 %";
"08.01.2016";"2298,01";"2310,96";"2219,87";"2221,09";"-3,33 %";
"11.01.2016";"2221,45";"2233,10";"2193,39";"2200,99";"-0,90 %";
"12.01.2016";"2201,26";"2236,63";"2187,09";"2216,71";"+0,71 %";
"13.01.2016";"2217,18";"2242,80";"2204,05";"2204,05";"-0,57 %";
"14.01.2016";"2204,05";"2204,21";"2135,57";"2169,90";"-1,55 %";
"15.01.2016";"2169,85";"2179,19";"2089,04";"2113,16";"-2,61 %";
"18.01.2016";"2113,23";"2114,31";"2062,51";"2070,77";"-2,01 %";
"19.01.2016";"2071,19";"2133,80";"2070,58";"2114,48";"+2,11 %";
"20.01.2016";"2113,87";"2114,50";"2038,73";"2043,40";"-3,36 %";
"21.01.2016";"2043,74";"2082,80";"2029,54";"2081,76";"+1,88 %";
"22.01.2016";"2083,87";"2150,01";"2083,87";"2138,90";"+2,74 %";
"25.01.2016";"2139,84";"2166,93";"2133,81";"2138,89";"-0,00 %";
"26.01.2016";"2138,82";"2158,36";"2093,64";"2158,36";"+0,91 %";
"27.01.2016";"2158,16";"2168,51";"2126,23";"2137,96";"-0,95 %";
"28.01.2016";"2137,96";"2151,83";"2114,85";"2129,45";"-0,40 %";
"29.01.2016";"2129,88";"2162,42";"2113,19";"2162,42";"+1,55 %";
"01.02.2016";"2162,91";"2167,87";"2124,80";"2140,96";"-0,99 %";
"02.02.2016";"2141,14";"2163,48";"2115,27";"2129,86";"-0,52 %";
"03.02.2016";"2129,63";"2131,42";"2062,65";"2092,09";"-1,77 %";
"04.02.2016";"2092,51";"2123,34";"2077,85";"2113,90";"+1,04 %";
"05.02.2016";"2113,87";"2146,39";"2112,11";"2129,94";"+0,76 %";
"08.02.2016";"2130,42";"2131,65";"2016,25";"2026,40";"-4,86 %";
"09.02.2016";"2026,41";"2033,26";"1936,92";"1972,03";"-2,68 %";
"10.02.2016";"1972,44";"2040,85";"1972,11";"2001,60";"+1,50 %";
"11.02.2016";"2001,81";"2002,04";"1929,73";"1957,05";"-2,23 %";
"12.02.2016";"1957,55";"2033,48";"1957,55";"2033,48";"+3,91 %";
"15.02.2016";"2035,73";"2103,10";"2035,73";"2099,27";"+3,24 %";
"16.02.2016";"2099,27";"2116,68";"2066,24";"2084,71";"-0,69 %";
"17.02.2016";"2083,96";"2176,04";"2083,96";"2162,84";"+3,75 %";
"18.02.2016";"2163,64";"2174,40";"2109,65";"2114,14";"-2,25 %";
"19.02.2016";"2114,14";"2138,61";"2098,22";"2124,84";"+0,51 %";
"22.02.2016";"2124,80";"2181,73";"2124,80";"2177,82";"+2,49 %";
"23.02.2016";"2177,88";"2180,87";"2134,82";"2134,99";"-1,97 %";
"24.02.2016";"2134,75";"2141,21";"2088,10";"2100,28";"-1,63 %";
"25.02.2016";"2100,77";"2136,27";"2100,71";"2120,04";"+0,94 %";
"26.02.2016";"2120,17";"2178,07";"2120,17";"2145,88";"+1,22 %";
"29.02.2016";"2146,13";"2158,62";"2113,54";"2154,34";"+0,39 %";
"01.03.2016";"2154,28";"2192,35";"2152,90";"2191,92";"+1,74 %";
"02.03.2016";"2192,85";"2220,67";"2182,85";"2206,99";"+0,69 %";
"03.03.2016";"2206,44";"2217,73";"2198,12";"2211,59";"+0,21 %";
"04.03.2016";"2211,59";"2239,42";"2210,40";"2230,50";"+0,86 %";
"07.03.2016";"2229,88";"2233,54";"2195,42";"2232,72";"+0,10 %";
"08.03.2016";"2232,81";"2257,21";"2216,97";"2236,97";"+0,19 %";
"09.03.2016";"2236,66";"2256,39";"2234,33";"2247,91";"+0,49 %";
"10.03.2016";"2247,42";"2287,00";"2225,00";"2228,93";"-0,84 %";
"11.03.2016";"2229,36";"2293,09";"2229,36";"2284,02";"+2,47 %";
"14.03.2016";"2283,84";"2331,12";"2283,39";"2323,53";"+1,73 %";
"15.03.2016";"2323,69";"2323,69";"2294,63";"2298,69";"-1,07 %";
"16.03.2016";"2298,57";"2318,76";"2284,37";"2299,61";"+0,04 %";
"17.03.2016";"2299,60";"2317,20";"2246,95";"2297,15";"-0,11 %";
"18.03.2016";"2297,27";"2334,50";"2285,90";"2316,80";"+0,86 %";
"21.03.2016";"2317,90";"2329,62";"2290,09";"2298,77";"-0,78 %";
"22.03.2016";"2297,67";"2297,67";"2265,45";"2292,29";"-0,28 %";
"23.03.2016";"2292,78";"2297,29";"2257,13";"2267,61";"-1,08 %";
"24.03.2016";"2266,51";"2267,36";"2218,60";"2221,42";"-2,04 %";
"29.03.2016";"2221,91";"2238,71";"2209,96";"2228,33";"+0,31 %";
"30.03.2016";"2228,58";"2279,21";"2227,69";"2275,08";"+2,10 %";
"31.03.2016";"2275,44";"2282,51";"2254,93";"2270,38";"-0,21 %";
"01.04.2016";"2270,57";"2279,25";"2239,79";"2266,55";"-0,17 %";
"04.04.2016";"2265,64";"2273,21";"2240,34";"2252,86";"-0,60 %";
"05.04.2016";"2253,29";"2253,29";"2214,48";"2227,22";"-1,14 %";
"06.04.2016";"2227,64";"2241,18";"2215,27";"2239,60";"+0,56 %";
"07.04.2016";"2240,02";"2245,70";"2205,56";"2210,18";"-1,31 %";
"08.04.2016";"2209,81";"2245,43";"2209,73";"2241,17";"+1,40 %";
"11.04.2016";"2241,90";"2257,32";"2230,81";"2246,61";"+0,24 %";
"12.04.2016";"2247,32";"2259,39";"2235,78";"2251,17";"+0,20 %";
"13.04.2016";"2251,12";"2296,30";"2251,12";"2293,92";"+1,90 %";
"14.04.2016";"2294,47";"2322,42";"2294,00";"2318,05";"+1,05 %";
"15.04.2016";"2318,12";"2318,12";"2297,17";"2303,65";"-0,62 %";
"18.04.2016";"2302,67";"2312,74";"2277,89";"2311,47";"+0,34 %";
"19.04.2016";"2311,90";"2341,93";"2306,47";"2338,24";"+1,16 %";
"20.04.2016";"2338,70";"2345,98";"2318,72";"2342,26";"+0,17 %";
"21.04.2016";"2342,73";"2357,96";"2327,49";"2333,51";"-0,37 %";
"22.04.2016";"2333,56";"2361,49";"2322,75";"2358,46";"+1,07 %";
"25.04.2016";"2359,14";"2359,90";"2316,17";"2320,68";"-1,60 %";
"26.04.2016";"2321,27";"2332,38";"2308,98";"2312,96";"-0,33 %";
"27.04.2016";"2313,31";"2335,41";"2311,22";"2329,96";"+0,73 %";
"28.04.2016";"2330,05";"2344,21";"2314,39";"2343,97";"+0,60 %";
"29.04.2016";"2343,93";"2344,93";"2327,23";"2329,42";"-0,62 %";
"02.05.2016";"2329,73";"2335,41";"2313,81";"2323,19";"-0,27 %";
"03.05.2016";"2323,45";"2323,45";"2268,56";"2274,38";"-2,10 %";
"04.05.2016";"2274,89";"2278,69";"2238,72";"2240,26";"-1,50 %";
"06.05.2016";"2240,82";"2241,88";"2211,61";"2239,34";"-0,04 %";
"09.05.2016";"2239,49";"2254,28";"2211,91";"2216,54";"-1,02 %";
"10.05.2016";"2217,05";"2235,88";"2214,79";"2229,06";"+0,56 %";
"11.05.2016";"2229,06";"2229,06";"2194,83";"2215,22";"-0,62 %";
"12.05.2016";"2215,18";"2237,95";"2198,01";"2204,12";"-0,50 %";
"13.05.2016";"2204,17";"2210,14";"2192,09";"2201,79";"-0,11 %";
"17.05.2016";"2202,46";"2232,29";"2196,59";"2207,16";"+0,24 %";
"18.05.2016";"2207,01";"2211,38";"2191,50";"2211,36";"+0,19 %";
"19.05.2016";"2211,51";"2214,36";"2179,56";"2182,99";"-1,28 %";
"20.05.2016";"2183,26";"2206,34";"2180,22";"2193,13";"+0,46 %";
"23.05.2016";"2193,24";"2212,70";"2182,69";"2205,19";"+0,55 %";
"24.05.2016";"2205,15";"2241,60";"2196,14";"2240,37";"+1,60 %";
"25.05.2016";"2240,77";"2274,71";"2239,76";"2272,70";"+1,44 %";
"27.05.2016";"2272,29";"2277,96";"2256,48";"2263,51";"-0,40 %";
"30.05.2016";"2263,79";"2272,44";"2257,19";"2272,44";"+0,39 %";
"31.05.2016";"2272,66";"2274,52";"2256,58";"2260,83";"-0,51 %";
"01.06.2016";"2260,96";"2260,96";"2215,69";"2222,12";"-1,71 %";
"02.06.2016";"2222,29";"2260,58";"2219,82";"2231,54";"+0,42 %";
"03.06.2016";"2231,85";"2251,60";"2210,53";"2215,77";"-0,71 %";
"06.06.2016";"2216,54";"2234,72";"2212,01";"2233,66";"+0,81 %";
"07.06.2016";"2233,78";"2266,30";"2233,30";"2263,84";"+1,35 %";
"08.06.2016";"2264,27";"2264,52";"2243,05";"2245,19";"-0,82 %";
"09.06.2016";"2245,19";"2246,59";"2225,61";"2235,05";"-0,45 %";
"10.06.2016";"2235,73";"2235,79";"2179,12";"2189,87";"-2,02 %";
"13.06.2016";"2189,22";"2189,22";"2134,56";"2138,39";"-2,35 %";
"14.06.2016";"2137,78";"2137,78";"2094,65";"2095,02";"-2,03 %";
"15.06.2016";"2094,41";"2133,43";"2094,41";"2124,27";"+1,40 %";
"16.06.2016";"2124,36";"2124,36";"2080,37";"2091,26";"-1,55 %";
"17.06.2016";"2091,26";"2146,24";"2091,25";"2139,81";"+2,32 %";
"20.06.2016";"2139,81";"2192,90";"2139,81";"2192,90";"+2,48 %";
"21.06.2016";"2192,26";"2202,59";"2179,77";"2200,52";"+0,35 %";
"22.06.2016";"2200,57";"2218,94";"2190,12";"2213,77";"+0,60 %";
"23.06.2016";"2213,55";"2251,54";"2209,60";"2242,11";"+1,28 %";
"24.06.2016";"2215,71";"2215,71";"1993,48";"2084,22";"-7,04 %";
"27.06.2016";"2083,82";"2093,55";"1981,93";"1988,40";"-4,60 %";
"28.06.2016";"1988,13";"2046,57";"1988,13";"2027,95";"+1,99 %";
"29.06.2016";"2027,95";"2076,96";"2027,84";"2076,96";"+2,42 %";
"30.06.2016";"2076,62";"2100,96";"2060,06";"2095,96";"+0,91 %";
"01.07.2016";"2096,01";"2107,75";"2072,77";"2104,21";"+0,39 %";
"04.07.2016";"2104,52";"2117,00";"2079,29";"2082,69";"-1,02 %";
"05.07.2016";"2082,66";"2082,74";"2018,90";"2026,04";"-2,72 %";
"06.07.2016";"2025,91";"2034,29";"1997,21";"2022,96";"-0,15 %";
"07.07.2016";"2022,63";"2071,68";"2021,50";"2043,28";"+1,00 %";
"08.07.2016";"2042,95";"2078,44";"2041,92";"2074,11";"+1,51 %";
"11.07.2016";"2074,41";"2114,74";"2074,30";"2110,52";"+1,76 %";
"12.07.2016";"2110,65";"2169,57";"2110,64";"2164,29";"+2,55 %";
"13.07.2016";"2164,37";"2165,24";"2136,09";"2136,24";"-1,30 %";
"14.07.2016";"2137,18";"2212,87";"2129,92";"2211,66";"+3,53 %";
"15.07.2016";"2211,70";"2226,47";"2195,03";"2219,14";"+0,34 %";
"18.07.2016";"2219,03";"2233,39";"2206,79";"2220,01";"+0,04 %";
"19.07.2016";"2218,19";"2221,53";"2193,80";"2209,32";"-0,48 %";
"20.07.2016";"2209,45";"2231,23";"2208,62";"2222,30";"+0,59 %";
"21.07.2016";"2222,27";"2226,95";"2203,82";"2219,61";"-0,12 %";
"22.07.2016";"2219,74";"2238,39";"2206,34";"2234,75";"+0,68 %";
"25.07.2016";"2235,05";"2244,03";"2219,47";"2223,73";"-0,49 %";
"26.07.2016";"2224,06";"2246,05";"2213,82";"2230,24";"+0,29 %";
"27.07.2016";"2230,41";"2258,19";"2229,65";"2242,97";"+0,57 %";
"28.07.2016";"2243,28";"2251,73";"2218,62";"2228,16";"-0,66 %";
"29.07.2016";"2227,85";"2237,85";"2224,16";"2233,44";"+0,24 %";
"01.08.2016";"2234,10";"2245,86";"2208,31";"2209,13";"-1,09 %";
"02.08.2016";"2209,04";"2209,04";"2179,50";"2180,98";"-1,27 %";
"03.08.2016";"2180,90";"2196,13";"2166,58";"2166,58";"-0,66 %";
"04.08.2016";"2166,85";"2208,02";"2166,85";"2187,67";"+0,97 %";
"05.08.2016";"2187,57";"2229,90";"2187,57";"2229,87";"+1,93 %";
"08.08.2016";"2230,16";"2252,77";"2230,16";"2247,39";"+0,79 %";
"09.08.2016";"2247,37";"2274,47";"2243,69";"2274,47";"+1,20 %";
"10.08.2016";"2274,45";"2274,80";"2255,61";"2267,22";"-0,32 %";
"11.08.2016";"2269,03";"2271,37";"2250,06";"2270,47";"+0,14 %";
"12.08.2016";"2270,25";"2289,59";"2269,25";"2284,53";"+0,62 %";
"16.08.2016";"2284,53";"2285,11";"2269,29";"2276,46";"-0,35 %";
"17.08.2016";"2276,39";"2277,69";"2245,45";"2251,54";"-1,09 %";
"18.08.2016";"2250,74";"2270,00";"2250,44";"2267,49";"+0,71 %";
"19.08.2016";"2267,42";"2268,20";"2250,87";"2268,20";"+0,03 %";
"22.08.2016";"2268,12";"2284,87";"2250,46";"2256,79";"-0,50 %";
"23.08.2016";"2256,83";"2296,28";"2252,33";"2289,41";"+1,45 %";
"24.08.2016";"2289,10";"2316,53";"2282,42";"2308,10";"+0,82 %";
"25.08.2016";"2307,90";"2307,90";"2286,32";"2294,30";"-0,60 %";
"26.08.2016";"2291,28";"2312,85";"2287,98";"2311,65";"+0,76 %";
"29.08.2016";"2311,48";"2317,92";"2295,89";"2317,92";"+0,27 %";
"30.08.2016";"2318,12";"2343,25";"2314,26";"2332,52";"+0,63 %";
"31.08.2016";"2332,43";"2345,87";"2314,38";"2314,38";"-0,78 %";
"01.09.2016";"2314,27";"2358,18";"2314,27";"2334,49";"+0,87 %";
"02.09.2016";"2334,46";"2369,03";"2322,11";"2369,03";"+1,48 %";
"05.09.2016";"2368,74";"2390,63";"2365,58";"2380,59";"+0,49 %";
"06.09.2016";"2380,73";"2390,55";"2371,64";"2381,31";"+0,03 %";
"07.09.2016";"2381,49";"2398,69";"2379,00";"2394,33";"+0,55 %";
"08.09.2016";"2394,07";"2417,36";"2392,09";"2413,45";"+0,80 %";
"09.09.2016";"2413,28";"2416,56";"2389,02";"2394,53";"-0,78 %";
"12.09.2016";"2394,53";"2394,53";"2342,10";"2375,75";"-0,78 %";
"13.09.2016";"2376,02";"2394,82";"2350,34";"2356,40";"-0,81 %";
"14.09.2016";"2356,25";"2364,28";"2329,25";"2329,42";"-1,14 %";
"15.09.2016";"2329,20";"2346,16";"2322,87";"2346,16";"+0,72 %";
"16.09.2016";"2346,16";"2347,40";"2311,88";"2320,70";"-1,09 %";
"19.09.2016";"2320,10";"2351,44";"2319,98";"2350,10";"+1,27 %";
"20.09.2016";"2350,04";"2360,67";"2340,08";"2346,36";"-0,16 %";
"21.09.2016";"2346,50";"2378,80";"2345,41";"2362,85";"+0,70 %";
"22.09.2016";"2362,95";"2411,40";"2360,32";"2403,46";"+1,72 %";
"23.09.2016";"2403,35";"2404,79";"2386,62";"2403,13";"-0,01 %";
"26.09.2016";"2402,88";"2402,88";"2368,13";"2381,42";"-0,90 %";
"27.09.2016";"2381,12";"2393,30";"2357,57";"2371,66";"-0,41 %";
"28.09.2016";"2371,60";"2397,31";"2371,06";"2386,22";"+0,61 %";
"29.09.2016";"2386,43";"2426,73";"2386,43";"2415,16";"+1,21 %";
"30.09.2016";"2414,71";"2414,71";"2375,91";"2405,28";"-0,41 %";
"03.10.2016";"2405,60";"2421,36";"2400,58";"2405,50";"+0,01 %";
"04.10.2016";"2405,74";"2421,02";"2405,74";"2417,64";"+0,50 %";
"05.10.2016";"2417,91";"2419,83";"2406,75";"2416,87";"-0,03 %";
"06.10.2016";"2416,93";"2430,13";"2406,37";"2411,04";"-0,24 %";
"07.10.2016";"2410,87";"2415,05";"2387,76";"2390,88";"-0,84 %";
"10.10.2016";"2391,16";"2410,85";"2381,24";"2407,36";"+0,69 %";
"11.10.2016";"2407,72";"2419,18";"2402,94";"2412,73";"+0,22 %";
"12.10.2016";"2412,63";"2423,41";"2406,93";"2409,53";"-0,13 %";
"13.10.2016";"2409,40";"2409,40";"2378,44";"2383,39";"-1,08 %";
"14.10.2016";"2383,39";"2423,21";"2380,55";"2418,36";"+1,47 %";
"17.10.2016";"2418,72";"2418,72";"2402,26";"2412,67";"-0,24 %";
"18.10.2016";"2412,69";"2447,69";"2412,69";"2446,90";"+1,42 %";
"19.10.2016";"2447,18";"2456,32";"2436,58";"2446,52";"-0,02 %";
"20.10.2016";"2446,48";"2466,26";"2439,50";"2466,26";"+0,81 %";
"21.10.2016";"2466,09";"2472,91";"2456,63";"2463,96";"-0,09 %";
"24.10.2016";"2464,29";"2499,13";"2464,29";"2495,25";"+1,27 %";
"25.10.2016";"2495,38";"2510,98";"2493,57";"2508,37";"+0,53 %";
"27.10.2016";"2508,23";"2511,68";"2487,11";"2507,35";"-0,04 %";
"28.10.2016";"2507,22";"2507,22";"2477,66";"2506,55";"-0,03 %";
"31.10.2016";"2506,76";"2506,82";"2472,48";"2473,75";"-1,31 %";
"02.11.2016";"2473,10";"2473,10";"2428,28";"2429,00";"-1,81 %";
"03.11.2016";"2429,05";"2473,09";"2428,57";"2469,20";"+1,66 %";
"04.11.2016";"2469,29";"2471,10";"2404,48";"2412,85";"-2,28 %";
"07.11.2016";"2413,16";"2442,55";"2413,16";"2432,03";"+0,79 %";
"08.11.2016";"2432,26";"2458,10";"2430,28";"2457,45";"+1,05 %";
"09.11.2016";"2456,56";"2488,59";"2362,15";"2486,52";"+1,18 %";
"10.11.2016";"2486,54";"2526,10";"2486,09";"2501,39";"+0,60 %";
"11.11.2016";"2501,34";"2507,28";"2479,25";"2485,50";"-0,64 %";
"14.11.2016";"2485,87";"2508,37";"2480,94";"2492,78";"+0,29 %";
"15.11.2016";"2492,54";"2514,90";"2492,31";"2512,88";"+0,81 %";
"16.11.2016";"2513,39";"2521,29";"2494,40";"2497,41";"-0,62 %";
"17.11.2016";"2497,57";"2497,57";"2468,87";"2481,82";"-0,62 %";
"18.11.2016";"2482,14";"2495,47";"2470,61";"2480,75";"-0,04 %";
"21.11.2016";"2480,78";"2489,70";"2463,90";"2487,75";"+0,28 %";
"22.11.2016";"2487,88";"2517,56";"2487,17";"2516,69";"+1,16 %";
"23.11.2016";"2516,55";"2523,57";"2508,83";"2514,25";"-0,10 %";
"24.11.2016";"2514,00";"2524,32";"2500,57";"2524,18";"+0,39 %";
"25.11.2016";"2524,76";"2525,02";"2504,42";"2513,60";"-0,42 %";
"28.11.2016";"2513,10";"2513,14";"2479,00";"2485,18";"-1,13 %";
"29.11.2016";"2485,55";"2495,82";"2466,28";"2495,82";"+0,43 %";
"30.11.2016";"2495,34";"2520,94";"2486,93";"2519,59";"+0,95 %";
"01.12.2016";"2518,74";"2539,34";"2516,39";"2523,42";"+0,15 %";
"02.12.2016";"2521,64";"2522,21";"2498,67";"2501,74";"-0,86 %";
"05.12.2016";"2502,21";"2531,27";"2488,77";"2523,36";"+0,86 %";
"06.12.2016";"2523,35";"2569,31";"2523,35";"2563,58";"+1,59 %";
"07.12.2016";"2564,18";"2594,56";"2564,06";"2592,86";"+1,14 %";
"09.12.2016";"2593,07";"2618,26";"2589,80";"2598,61";"+0,22 %";
"12.12.2016";"2598,52";"2611,03";"2591,34";"2607,26";"+0,33 %";
"13.12.2016";"2607,26";"2627,04";"2595,16";"2621,08";"+0,53 %";
"14.12.2016";"2621,13";"2621,13";"2596,68";"2596,68";"-0,93 %";
"15.12.2016";"2596,82";"2627,67";"2596,09";"2627,49";"+1,19 %";
"16.12.2016";"2627,40";"2659,26";"2621,31";"2647,43";"+0,76 %";
"19.12.2016";"2646,92";"2647,06";"2618,85";"2624,59";"-0,86 %";
"20.12.2016";"2624,37";"2632,85";"2616,48";"2632,85";"+0,31 %";
"21.12.2016";"2632,83";"2641,92";"2619,59";"2638,28";"+0,21 %";
"22.12.2016";"2638,28";"2639,41";"2621,39";"2632,50";"-0,22 %";
"23.12.2016";"2632,40";"2640,75";"2620,86";"2633,58";"+0,04 %";
"27.12.2016";"2632,86";"2638,67";"2626,77";"2633,71";"+0,00 %";
"28.12.2016";"2632,18";"2642,30";"2625,24";"2638,48";"+0,18 %";
"29.12.2016";"2638,19";"2649,93";"2626,34";"2649,93";"+0,43 %";
"30.12.2016";"2649,82";"2649,82";"2618,43";"2618,43";"-1,19 %";
"02.01.2017";"2617,72";"2656,30";"2608,64";"2654,94";"+1,39 %";
"03.01.2017";"2655,40";"2700,89";"2655,40";"2685,02";"+1,13 %";
"04.01.2017";"2685,97";"2696,51";"2671,44";"2682,64";"-0,09 %";
"05.01.2017";"2682,82";"2699,39";"2679,81";"2696,30";"+0,51 %";
"09.01.2017";"2696,42";"2697,14";"2668,93";"2678,69";"-0,65 %";
"10.01.2017";"2678,64";"2682,49";"2653,51";"2659,70";"-0,71 %";
"11.01.2017";"2659,58";"2674,17";"2650,47";"2669,54";"+0,37 %";
"12.01.2017";"2669,46";"2676,72";"2661,01";"2670,61";"+0,04 %";
"13.01.2017";"2670,69";"2682,16";"2653,45";"2678,44";"+0,29 %";
"16.01.2017";"2678,57";"2679,53";"2657,19";"2668,43";"-0,37 %";
"17.01.2017";"2668,31";"2668,85";"2645,07";"2655,60";"-0,48 %";
